transaction_id,user_id,age,amount,payment_method,device,state,hour_of_day,transaction_date,is_new_payee,login_attempts,velocity_1h,fraud_probability,risk_score,risk_category,anomaly_flag,is_fraud
TXN1001630,USR6311,53,1002.61,Debit Card,Mobile,West Bengal,17,2025-03-08,1,2,2,0.00024792008463269733,21.97,Low,0,0
TXN1001631,USR8495,64,3838.04,RTGS,Mobile,Uttar Pradesh,1,2024-12-21,0,1,4,0.0006406654111906786,23.36,Low,0,0
TXN1001632,USR3428,54,2380.35,UPI,Desktop,Tamil Nadu,14,2025-01-08,1,2,2,0.0003286724736149369,21.76,Low,0,0
TXN1001633,USR8872,39,9185.33,RTGS,Mobile,Rajasthan,12,2024-10-02,0,2,4,0.0009688418818421342,16.45,Low,0,0
TXN1001634,USR9462,39,155.23,Credit Card,Mobile,Uttar Pradesh,9,2024-12-16,0,2,2,0.00015177147550314977,16.24,Low,0,0
TXN1001635,USR2650,71,703.9,Debit Card,Mobile,Karnataka,1,2024-10-12,0,1,1,0.00016028597827338374,23.28,Low,0,0
TXN1001636,USR1362,72,646.77,NEFT,Desktop,Maharashtra,10,2024-11-08,0,1,4,0.0001710047458767362,16.17,Low,0,0
TXN1001637,USR6955,48,12084.93,NEFT,Desktop,Maharashtra,17,2024-10-13,1,1,1,0.0004818050876808894,23.04,Low,0,0
TXN1001638,USR2128,70,124.38,NEFT,Tablet,Maharashtra,13,2024-11-15,0,1,4,0.0001454522850201096,16.93,Low,0,0
TXN1001639,USR2635,28,11441.15,UPI,ATM,Tamil Nadu,21,2025-03-04,1,2,2,0.001128280895547547,24.94,Low,0,0
TXN1001640,USR3944,47,341.32,RTGS,Mobile,Telangana,16,2025-01-21,0,2,2,0.00015413278087097345,15.02,Low,0,0
TXN1001641,USR9320,46,1168.97,UPI,Mobile,Karnataka,14,2024-10-17,1,1,3,0.00020121212468063467,21.25,Low,0,0
TXN1001642,USR6658,56,962.77,NEFT,Mobile,Tamil Nadu,16,2025-01-12,0,2,2,0.00016480424308292055,14.72,Low,0,0
TXN1001643,USR4032,19,1393.69,Credit Card,Desktop,Punjab,0,2025-01-06,0,2,3,0.0006191455449700942,24.23,Low,0,0
TXN1001644,USR1099,69,9147.16,IMPS,Mobile,Delhi,9,2024-12-27,0,2,3,0.0006930942184359917,17.43,Low,0,0
TXN1001645,USR7995,67,2026.31,IMPS,Tablet,Gujarat,2,2025-01-17,0,2,4,0.0008329940640382021,24.16,Low,0,0
TXN1001646,USR1166,48,3237.3,IMPS,Mobile,Tamil Nadu,17,2025-03-12,0,2,3,0.0002999862657690674,14.98,Low,0,0
TXN1001647,USR8979,63,822.9,RTGS,Desktop,Karnataka,16,2024-12-09,0,1,3,0.00012577044422551557,15.49,Low,0,0
TXN1001648,USR4639,56,1954.57,Credit Card,Mobile,Telangana,20,2025-03-07,0,1,1,7.279435843711832e-05,16.73,Low,0,0
TXN1001649,USR2739,23,1918.3,Debit Card,Mobile,Telangana,15,2024-12-13,0,1,2,0.00010442301286790595,15.4,Low,0,0
TXN1001650,USR7126,29,422.22,RTGS,Desktop,Maharashtra,13,2024-12-02,0,1,1,6.756610621713113e-05,15.81,Low,0,0
TXN1001651,USR8284,52,4076.63,NEFT,ATM,Uttar Pradesh,6,2025-03-05,0,1,1,0.000119353019873222,18.12,Low,0,0
TXN1001652,USR8004,72,4310.48,UPI,Mobile,Rajasthan,22,2024-11-29,1,1,3,0.0006676556736190614,30.69,Medium,0,0
TXN1001653,USR1355,74,2216.13,UPI,ATM,Rajasthan,10,2024-12-18,0,1,3,0.00016614716149172777,17.74,Low,0,0
TXN1001654,USR7704,45,56006.27,UPI,Desktop,Telangana,4,2024-11-06,1,5,13,0.9999993999504585,99.3,Critical,1,1
TXN1001655,USR1834,36,256.6,UPI,Mobile,Maharashtra,16,2024-10-22,1,1,1,9.621935055184778e-05,21.86,Low,0,0
TXN1001656,USR3052,26,3013.53,RTGS,Mobile,Telangana,7,2025-02-25,0,1,2,0.0001322923163894667,15.74,Low,0,0
TXN1001657,USR3707,53,952.09,Credit Card,Desktop,Gujarat,15,2025-01-04,1,2,4,0.00046168274334172264,22.91,Low,0,0
TXN1001658,USR9591,47,52706.37,UPI,Desktop,Gujarat,13,2024-12-07,0,5,1,0.9998638651150273,87.54,Critical,1,1
TXN1001659,USR9422,19,2254.32,Debit Card,ATM,Gujarat,22,2024-10-17,1,1,2,0.0003897698634965574,31.21,Medium,1,0
TXN1001660,USR8570,43,656.08,NEFT,Desktop,Uttar Pradesh,14,2024-10-12,0,1,4,0.00017069042987731588,15.68,Low,0,0
TXN1001661,USR2003,56,524.18,UPI,Mobile,Maharashtra,11,2025-02-27,0,1,4,0.0001661634048393206,15.56,Low,0,0
TXN1001662,USR6267,36,5961.99,IMPS,Mobile,Gujarat,19,2025-02-22,0,2,2,0.00031533384828732927,16.27,Low,0,0
TXN1001663,USR4516,48,1362.17,NEFT,Mobile,Tamil Nadu,12,2025-02-15,1,1,3,0.00020627798294898378,20.62,Low,0,0
TXN1001664,USR3470,54,1486.56,IMPS,ATM,Uttar Pradesh,22,2025-01-26,0,2,4,0.0007650441430281843,24.17,Low,0,0
TXN1001665,USR9873,65,2442.02,UPI,ATM,Maharashtra,0,2024-10-22,1,1,3,0.0006469098960803747,30.97,Medium,0,0
TXN1001666,USR6477,52,1810.28,IMPS,Desktop,Uttar Pradesh,15,2025-01-28,1,2,2,0.000293552293595033,21.9,Low,0,0
TXN1001667,USR2977,34,1385.03,Debit Card,Mobile,Maharashtra,13,2024-11-19,0,2,2,0.0001751760399690979,14.89,Low,0,0
TXN1001668,USR3104,70,7649.04,IMPS,Mobile,West Bengal,23,2024-10-14,0,1,2,0.0004923574753783345,24.23,Low,0,0
TXN1001669,USR6499,47,617.26,RTGS,Mobile,Gujarat,16,2025-03-24,0,1,2,8.768044357569859e-05,15.25,Low,0,0
TXN1001670,USR9571,39,1214.24,UPI,Mobile,West Bengal,14,2024-10-29,0,2,2,0.00017942236545702713,15.86,Low,0,0
TXN1001671,USR8661,65,3211.9,Credit Card,Mobile,Maharashtra,18,2025-03-13,1,1,4,0.00032858366150181315,22.49,Low,0,0
TXN1001672,USR7504,59,279.35,NEFT,Tablet,Tamil Nadu,18,2025-03-29,0,1,2,7.913708370807908e-05,16.47,Low,0,0
TXN1001673,USR6056,30,453.2,UPI,Mobile,Rajasthan,10,2025-02-02,1,2,1,0.00018710479825914702,21.78,Low,0,0
TXN1001674,USR6711,27,705.97,Debit Card,Tablet,Punjab,11,2024-10-07,0,2,2,0.00015715593307217204,16.41,Low,0,0
TXN1001675,USR1797,40,376.01,RTGS,Tablet,West Bengal,16,2024-10-29,0,1,2,8.350751966791699e-05,17.07,Low,0,0
TXN1001676,USR7239,33,5425.37,NEFT,ATM,Karnataka,12,2025-02-16,1,2,2,0.0005124430469252159,22.93,Low,0,0
TXN1001677,USR2160,63,3446.84,Credit Card,Mobile,Tamil Nadu,17,2024-11-02,0,1,4,0.0002250034928615993,16.03,Low,0,0
TXN1001678,USR8234,63,741.48,NEFT,Mobile,Karnataka,4,2025-02-11,0,1,3,0.00029714797839444743,22.07,Low,0,0
TXN1001679,USR2674,35,56399.76,RTGS,Desktop,Uttar Pradesh,15,2025-01-19,0,5,14,0.9999983970081984,88.35,Critical,1,1
TXN1001680,USR4768,38,2020.83,UPI,Mobile,West Bengal,15,2024-12-18,0,2,1,0.00014691344585929836,16.57,Low,0,0
TXN1001681,USR8675,47,1433.67,Debit Card,Mobile,Punjab,15,2025-03-09,1,1,2,0.00014679522715076136,20.79,Low,0,0
TXN1001682,USR1466,25,436.67,UPI,Mobile,Punjab,13,2025-03-28,0,2,4,0.00029719885826377936,15.66,Low,0,0
TXN1001683,USR6464,43,60033.75,UPI,Desktop,Telangana,1,2024-11-27,1,5,10,0.9999991571885907,99.34,Critical,1,1
TXN1001684,USR9204,41,1244.21,RTGS,Mobile,Punjab,6,2024-10-26,0,1,3,0.00013987490115832354,15.33,Low,0,0
TXN1001685,USR5728,64,1155.65,RTGS,Mobile,West Bengal,12,2025-03-23,1,2,1,0.00019898474025074737,22.16,Low,0,0
TXN1001686,USR8261,39,52480.25,Debit Card,Mobile,Telangana,2,2024-10-29,0,3,7,0.9999682738455915,91.09,Critical,0,1
TXN1001687,USR9886,33,5870.2,NEFT,Desktop,Telangana,2,2024-10-04,0,1,4,0.0008713477272326578,23.05,Low,0,0
TXN1001688,USR1637,44,54988.12,IMPS,Mobile,Karnataka,3,2025-01-07,0,3,7,0.9999772658634748,90.89,Critical,0,1
TXN1001689,USR2783,32,4597.68,IMPS,Mobile,Uttar Pradesh,5,2025-02-18,1,2,1,0.0007622539232643506,29.67,Low,0,0
TXN1001690,USR3925,26,747.49,Debit Card,Mobile,Tamil Nadu,21,2024-11-08,0,2,3,0.00020786394000644272,16.24,Low,0,0
TXN1001691,USR7276,70,986.7,UPI,Desktop,Telangana,11,2024-10-15,0,2,2,0.00018044008639462756,16.06,Low,0,0
TXN1001692,USR9731,61,326.59,Credit Card,Mobile,Punjab,16,2025-01-27,1,1,1,9.090354673070606e-05,22.13,Low,0,0
TXN1001693,USR4178,35,4317.64,Debit Card,Desktop,Uttar Pradesh,15,2024-10-29,0,1,1,0.00011031254458004174,16.51,Low,0,0
TXN1001694,USR7562,26,11810.53,Credit Card,Tablet,Punjab,17,2025-03-06,1,1,3,0.0007768689619621803,24.29,Low,0,0
TXN1001695,USR9989,59,1437.9,IMPS,Mobile,Delhi,16,2024-12-14,0,1,3,0.00012882351860083146,15.38,Low,0,0
TXN1001696,USR8791,72,446.9,Credit Card,Desktop,Delhi,16,2025-01-24,0,2,4,0.0002767257064972122,17.8,Low,0,0
TXN1001697,USR8247,18,645.26,UPI,Desktop,Uttar Pradesh,17,2024-11-01,0,2,1,0.00012548207254029195,17.57,Low,0,0
TXN1001698,USR3220,70,8512.19,Credit Card,Desktop,Karnataka,8,2025-02-07,0,1,1,0.00019681823355281928,18.02,Low,0,0
TXN1001699,USR6156,23,2123.65,Debit Card,Mobile,Rajasthan,14,2025-03-24,0,1,2,0.00010769880404057225,15.22,Low,0,0
TXN1001700,USR8461,50,482.73,Debit Card,ATM,Tamil Nadu,11,2024-12-23,0,1,2,9.331558718937859e-05,16.43,Low,0,0
TXN1001701,USR6973,54,52466.99,NEFT,Desktop,Uttar Pradesh,12,2024-10-22,1,4,9,0.9999852784412151,92.94,Critical,1,1
TXN1001702,USR3639,38,476.55,UPI,ATM,Maharashtra,5,2024-10-27,1,1,2,0.00035793325052990764,30.26,Medium,0,0
TXN1001703,USR1397,68,1253.0,NEFT,Desktop,Karnataka,4,2024-12-20,1,1,2,0.000371719753331928,29.34,Low,0,0
TXN1001704,USR8830,28,2599.47,UPI,Tablet,Gujarat,2,2025-02-03,1,2,4,0.0014514334938458022,30.89,Medium,0,0
TXN1001705,USR7295,28,633.93,Debit Card,Mobile,Delhi,5,2024-12-31,1,1,3,0.0004407682898800249,29.9,Low,0,0
TXN1001706,USR7741,40,1259.79,NEFT,Mobile,Maharashtra,6,2024-10-21,1,1,2,0.00015626535888270133,21.43,Low,0,0
TXN1001707,USR6517,61,53514.74,RTGS,Mobile,Telangana,5,2024-11-16,0,2,3,0.9998330497255801,90.5,Critical,0,1
TXN1001708,USR3759,58,554.87,RTGS,Mobile,Telangana,9,2025-01-09,0,1,3,0.0001244045991154611,15.04,Low,0,0
TXN1001709,USR9965,24,2362.84,IMPS,ATM,Gujarat,22,2024-12-23,0,1,1,0.00019268941217453375,25.02,Low,0,0
TXN1001710,USR5680,68,327.52,Debit Card,Desktop,Uttar Pradesh,11,2024-10-06,0,2,2,0.00015822357515161734,16.18,Low,0,0
TXN1001711,USR7975,59,2250.68,NEFT,Mobile,West Bengal,12,2025-02-24,0,2,1,0.00014976320846717402,15.99,Low,0,0
TXN1001712,USR1937,23,7088.34,UPI,Mobile,Uttar Pradesh,11,2025-02-08,1,2,3,0.0008490428816738873,23.27,Low,0,0
TXN1001713,USR4746,33,485.69,RTGS,Mobile,Rajasthan,15,2024-10-01,1,2,3,0.0003287732191507409,20.8,Low,0,0
TXN1001714,USR2063,28,1074.94,UPI,Desktop,Maharashtra,15,2024-11-27,1,1,3,0.0002066738401403583,21.79,Low,0,0
TXN1001715,USR7402,70,6749.62,Credit Card,Mobile,Telangana,0,2025-02-01,1,1,2,0.0007606949029170366,31.03,Medium,0,0
TXN1001716,USR1450,69,3484.6,RTGS,Desktop,Telangana,10,2025-03-15,0,1,2,0.0001400792708550639,16.02,Low,0,0
TXN1001717,USR6915,43,2382.8,IMPS,Mobile,Rajasthan,23,2024-10-15,1,2,3,0.0009022522339260058,29.12,Low,0,0
TXN1001718,USR4588,48,4176.96,IMPS,Desktop,Tamil Nadu,16,2025-03-11,0,2,2,0.0002626416306902851,15.39,Low,0,0
TXN1001719,USR3546,33,683.1,UPI,Desktop,Uttar Pradesh,17,2025-03-12,0,1,2,9.401272582543699e-05,16.26,Low,0,0
TXN1001720,USR9479,68,1007.76,RTGS,Tablet,Punjab,23,2024-12-03,1,1,4,0.0005466766579430797,31.07,Medium,0,0
TXN1001721,USR3559,62,1319.28,UPI,Desktop,Maharashtra,4,2024-10-25,0,1,1,0.0001861581776338382,23.05,Low,0,0
TXN1001722,USR9221,49,1900.01,RTGS,Desktop,Rajasthan,18,2024-10-24,1,2,4,0.0005433682380065836,22.1,Low,0,0
TXN1001723,USR9079,64,5059.45,Credit Card,Desktop,Gujarat,0,2024-10-12,1,1,1,0.0004582466044546949,31.49,Medium,1,0
TXN1001724,USR7516,61,5740.76,RTGS,ATM,Karnataka,12,2024-10-18,1,2,1,0.0003938499925798787,23.68,Low,0,0
TXN1001725,USR9997,37,2834.7,Debit Card,ATM,Tamil Nadu,0,2024-10-15,1,1,1,0.00036310967843692434,31.19,Medium,1,0
TXN1001726,USR3557,37,2909.23,IMPS,Mobile,West Bengal,1,2024-10-27,0,2,3,0.0007466016114193219,23.0,Low,0,0
TXN1001727,USR6345,20,1225.78,Debit Card,Desktop,Rajasthan,7,2024-12-11,1,1,3,0.00021497473048450903,22.34,Low,0,0
TXN1001728,USR5064,56,2955.99,Credit Card,Mobile,Delhi,10,2024-11-29,0,2,4,0.0003949801996535186,16.7,Low,0,0
TXN1001729,USR2676,67,1474.34,RTGS,Mobile,West Bengal,23,2025-03-23,0,2,3,0.0005311566139445269,23.75,Low,0,0
TXN1001730,USR6252,43,605.57,UPI,Mobile,Telangana,8,2025-02-22,0,1,4,0.00017406005572842103,15.61,Low,0,0
TXN1001731,USR5120,41,1460.3,NEFT,Desktop,Karnataka,0,2025-01-01,1,1,3,0.0005396297126325471,29.61,Low,0,0
TXN1001732,USR6367,63,636.37,IMPS,Desktop,West Bengal,19,2024-11-22,1,2,2,0.0002424895787186901,22.57,Low,0,0
TXN1001733,USR2060,22,243.6,IMPS,Desktop,Rajasthan,12,2024-10-08,0,2,3,0.00021642578757916968,15.5,Low,0,0
TXN1001734,USR6817,28,1481.17,Credit Card,ATM,Rajasthan,17,2024-12-18,0,1,4,0.00018771923099668105,17.66,Low,0,0
TXN1001735,USR3454,42,1705.94,RTGS,Mobile,Telangana,7,2024-10-27,1,1,1,0.00012399356655831903,21.69,Low,0,0
TXN1001736,USR8221,27,1240.98,IMPS,Desktop,Delhi,2,2025-03-23,0,1,4,0.00045384153893327975,23.66,Low,0,0
TXN1001737,USR1737,20,1320.92,Debit Card,Tablet,Gujarat,23,2024-11-19,1,2,2,0.0005523426430446326,30.99,Medium,0,0
TXN1001738,USR9045,20,951.75,Credit Card,Mobile,West Bengal,22,2025-02-08,0,2,1,0.0002659597683509731,24.54,Low,0,0
TXN1001739,USR5002,53,2346.4,Debit Card,Tablet,West Bengal,17,2025-01-01,0,1,2,0.0001042039925710959,17.01,Low,0,0
TXN1001740,USR9505,30,538.96,UPI,Desktop,Punjab,5,2025-03-21,1,2,1,0.0004666943933443851,29.85,Low,0,0
TXN1001741,USR1989,64,258.72,UPI,Desktop,Telangana,21,2024-10-24,1,2,3,0.000316688387914876,23.12,Low,0,0
TXN1001742,USR7456,21,1729.49,Credit Card,Mobile,Gujarat,10,2024-11-29,0,2,3,0.00025168174176288665,16.57,Low,0,0
TXN1001743,USR4216,53,232.97,IMPS,Mobile,Gujarat,21,2025-01-30,1,2,1,0.00015955609559880322,22.65,Low,0,0
TXN1001744,USR4448,54,132.0,Debit Card,Mobile,Delhi,17,2025-02-08,0,1,3,0.00010616744854770468,15.76,Low,0,0
TXN1001745,USR6479,46,286.96,Debit Card,Desktop,West Bengal,14,2025-02-25,0,2,1,0.00011528888489154883,16.5,Low,0,0
TXN1001746,USR4352,22,1382.46,UPI,Mobile,Gujarat,11,2024-11-15,0,1,3,0.00013971880828633843,15.89,Low,0,0
TXN1001747,USR2254,49,3891.33,NEFT,Desktop,Telangana,17,2024-10-15,1,1,4,0.0003951283100290506,22.16,Low,0,0
TXN1001748,USR5744,66,256.9,NEFT,Desktop,Gujarat,18,2025-03-02,0,2,3,0.00020407583221741454,16.31,Low,0,0
TXN1001749,USR8194,54,1300.21,Credit Card,Desktop,Tamil Nadu,11,2024-10-17,1,1,3,0.00020575466748580206,21.85,Low,0,0
TXN1001750,USR5869,21,5096.17,NEFT,Mobile,West Bengal,12,2025-02-03,0,2,1,0.00022490512644300707,16.78,Low,0,0
TXN1001751,USR9774,66,553.73,RTGS,Mobile,West Bengal,7,2024-12-23,0,1,2,9.312027203574696e-05,16.31,Low,0,0
TXN1001752,USR8346,62,3104.23,Debit Card,ATM,West Bengal,12,2024-10-09,0,2,4,0.0004380068930913593,17.7,Low,0,0
TXN1001753,USR3807,56,1292.15,Debit Card,Mobile,Telangana,6,2025-03-15,0,1,2,0.00010037753537523581,15.5,Low,0,0
TXN1001754,USR1644,27,53169.7,Debit Card,Desktop,Uttar Pradesh,9,2025-03-25,0,1,1,0.9986590812551507,86.76,Critical,1,1
TXN1001755,USR5312,44,3855.56,IMPS,Desktop,Gujarat,9,2024-12-02,1,1,3,0.00030061709408128956,21.77,Low,0,0
TXN1001756,USR2455,26,534.5,UPI,Desktop,Telangana,6,2025-01-25,1,1,3,0.00020621702051069275,22.79,Low,0,0
TXN1001757,USR7773,64,1375.16,Credit Card,Desktop,Karnataka,2,2025-02-07,0,2,2,0.0004379558733186604,23.42,Low,0,0
TXN1001758,USR1950,30,481.73,RTGS,Mobile,Gujarat,4,2024-12-27,0,1,1,0.00016045413352633255,23.05,Low,0,0
TXN1001759,USR4159,44,55271.3,Credit Card,Tablet,Telangana,23,2024-12-11,0,5,8,0.9999940175188913,93.5,Critical,1,1
TXN1001760,USR6398,59,2480.05,UPI,Desktop,Tamil Nadu,16,2025-02-16,0,2,1,0.0001582754037845321,16.15,Low,0,0
TXN1001761,USR5112,30,646.54,Credit Card,Desktop,Karnataka,5,2024-12-03,0,1,4,0.00040190759059159815,23.51,Low,0,0
TXN1001762,USR9921,30,651.87,Credit Card,Mobile,Delhi,19,2024-12-11,0,2,2,0.00014978647908966394,17.28,Low,0,0
TXN1001763,USR1256,50,340.43,IMPS,Desktop,Gujarat,15,2024-10-21,0,2,3,0.00021009198919965825,15.55,Low,0,0
TXN1001764,USR5379,35,253.59,IMPS,Desktop,Telangana,11,2024-10-18,0,1,4,0.000163479729915547,15.61,Low,0,0
TXN1001765,USR9310,67,687.38,RTGS,Mobile,Tamil Nadu,5,2024-12-03,0,1,4,0.0004035732238862279,22.38,Low,0,0
TXN1001766,USR2017,27,733.56,Credit Card,Tablet,Telangana,17,2024-12-21,1,2,3,0.00031175334233576646,23.42,Low,0,0
TXN1001767,USR8123,62,381.85,NEFT,Mobile,West Bengal,17,2025-01-18,0,2,4,0.0002781943902453787,16.11,Low,0,0
TXN1001768,USR3560,43,664.87,Credit Card,Mobile,Karnataka,8,2025-01-03,0,1,3,0.00012130919577127895,15.82,Low,0,0
TXN1001769,USR4642,61,668.56,NEFT,Tablet,Gujarat,21,2025-03-15,0,1,1,5.968170452380101e-05,18.18,Low,0,0
TXN1001770,USR7125,33,798.17,NEFT,Tablet,Telangana,3,2024-11-01,0,2,1,0.0002934012847487039,23.78,Low,0,0
TXN1001771,USR8476,23,3810.8,IMPS,Mobile,Uttar Pradesh,2,2024-10-11,0,1,4,0.0006328189120464024,23.11,Low,0,0
TXN1001772,USR4534,23,2716.71,RTGS,Desktop,Delhi,17,2024-11-14,0,1,1,8.9558857593796e-05,17.22,Low,0,0
TXN1001773,USR1201,22,370.64,IMPS,Mobile,Telangana,15,2024-11-02,1,1,2,0.00013084487037514966,21.52,Low,0,0
TXN1001774,USR8519,67,655.41,IMPS,Mobile,Tamil Nadu,13,2025-01-10,0,2,1,0.00011717521880611842,15.42,Low,0,0
TXN1001775,USR1136,52,359.35,IMPS,Desktop,Karnataka,16,2025-03-18,1,1,3,0.00017754315203151642,21.4,Low,0,0
TXN1001776,USR4730,44,116.65,Debit Card,Mobile,Tamil Nadu,4,2025-02-13,0,2,1,0.0002670446048199498,22.56,Low,0,0
TXN1001777,USR2241,21,2272.52,IMPS,Desktop,Telangana,0,2024-10-11,0,2,1,0.0003910603002659917,23.82,Low,0,0
TXN1001778,USR9572,38,56931.92,RTGS,Mobile,Maharashtra,18,2025-03-28,1,1,7,0.999907714002392,92.04,Critical,1,1
TXN1001779,USR7649,48,58812.89,UPI,Tablet,Karnataka,4,2024-12-27,0,2,8,0.9999818220698721,92.5,Critical,1,1
TXN1001780,USR1414,60,1429.0,IMPS,Mobile,Tamil Nadu,17,2024-11-10,0,1,4,0.00017506323456712352,14.99,Low,0,0
TXN1001781,USR7636,32,159.26,Credit Card,Mobile,West Bengal,13,2025-02-22,0,1,2,8.235663827126511e-05,16.35,Low,0,0
TXN1001782,USR1006,44,384.72,Credit Card,Desktop,Telangana,5,2024-12-15,1,2,4,0.001072061674421831,30.16,Medium,0,0
TXN1001783,USR7788,45,55534.68,IMPS,Mobile,Uttar Pradesh,3,2025-01-29,0,2,10,0.9999848569861018,91.05,Critical,0,1
TXN1001784,USR9187,33,109.91,Credit Card,Desktop,Tamil Nadu,17,2024-11-15,0,1,1,6.0474185461360717e-05,16.62,Low,0,0
TXN1001785,USR7090,32,1479.2,RTGS,Mobile,Rajasthan,10,2025-03-09,0,2,3,0.0002549816169552049,14.77,Low,0,0
TXN1001786,USR6104,40,301.97,UPI,Mobile,Delhi,0,2024-12-19,0,1,1,0.00016163932665086303,23.93,Low,0,0
TXN1001787,USR1996,21,574.49,IMPS,Mobile,Telangana,17,2024-11-23,0,2,3,0.00021202772679899135,15.6,Low,0,0
TXN1001788,USR3084,72,2815.83,IMPS,Mobile,Delhi,2,2024-12-25,0,2,1,0.0003852348394777518,23.92,Low,0,0
TXN1001789,USR4611,72,7180.0,Debit Card,Desktop,Karnataka,13,2024-12-31,0,2,3,0.0005297839273028024,17.02,Low,0,0
TXN1001790,USR2960,30,4562.68,UPI,Mobile,Gujarat,19,2025-02-25,0,2,3,0.0003660787546108772,16.58,Low,0,0
TXN1001791,USR9575,74,51919.66,NEFT,Tablet,Telangana,19,2025-03-10,0,2,6,0.9997764845184689,86.96,Critical,1,1
TXN1001792,USR5972,19,2562.29,Credit Card,ATM,Punjab,2,2025-03-17,1,2,4,0.0015350208779359306,31.12,Medium,0,0
TXN1001793,USR1508,46,50843.32,RTGS,Tablet,Punjab,4,2025-03-09,0,2,12,0.9999839067158611,91.96,Critical,1,1
TXN1001794,USR4657,23,1175.16,RTGS,Desktop,Maharashtra,6,2025-01-05,0,1,1,7.882137239754148e-05,16.84,Low,0,0
TXN1001795,USR1673,60,936.77,Debit Card,Mobile,Maharashtra,4,2024-10-02,0,2,2,0.00039873442247097095,22.07,Low,0,0
TXN1001796,USR7576,27,1988.4,RTGS,Mobile,Delhi,3,2024-11-02,0,1,3,0.00036365219759674583,23.15,Low,0,0
TXN1001797,USR4314,63,600.77,NEFT,Desktop,West Bengal,20,2025-03-07,1,2,4,0.00044446584674662367,22.91,Low,0,0
TXN1001798,USR8651,71,355.83,UPI,Desktop,Delhi,9,2025-03-10,0,2,2,0.000165473276375195,16.8,Low,0,0
TXN1001799,USR2726,22,516.26,NEFT,Mobile,Maharashtra,13,2024-12-16,0,2,2,0.00016010485000801655,15.12,Low,0,0
TXN1001800,USR6043,30,1024.27,NEFT,Tablet,Delhi,17,2025-01-24,0,2,4,0.0002924818937625011,17.38,Low,0,0
TXN1001801,USR8923,45,1157.06,RTGS,ATM,Delhi,12,2025-03-03,0,2,3,0.00025412318686544573,16.99,Low,0,0
TXN1001802,USR6327,56,6963.16,Debit Card,Mobile,Telangana,3,2025-02-27,0,2,1,0.0006802437897339979,23.38,Low,0,0
TXN1001803,USR5905,59,2252.42,NEFT,Mobile,Delhi,23,2025-01-11,0,2,1,0.00031398422852134996,23.76,Low,0,0
TXN1001804,USR3801,62,1912.26,Credit Card,Desktop,Maharashtra,22,2025-03-15,0,2,3,0.0005572007450106262,23.68,Low,0,0
TXN1001805,USR3926,50,403.96,Credit Card,ATM,Delhi,14,2025-01-11,0,2,4,0.00029223470122340567,18.09,Low,0,0
TXN1001806,USR3803,48,1184.51,UPI,Mobile,Delhi,18,2024-12-29,1,1,3,0.0001951454109848422,22.41,Low,0,0
TXN1001807,USR1051,59,105.97,RTGS,Mobile,Delhi,9,2025-03-23,1,1,1,9.614734905616991e-05,22.42,Low,0,0
TXN1001808,USR8792,55,8954.79,RTGS,Mobile,Tamil Nadu,5,2025-01-30,1,1,1,0.0007702720317706597,29.72,Low,0,0
TXN1001809,USR7343,18,1688.54,Credit Card,Desktop,Tamil Nadu,3,2025-02-20,1,1,3,0.0005376966084460205,30.54,Medium,0,0
TXN1001810,USR1698,37,756.84,IMPS,Tablet,West Bengal,13,2025-01-14,0,1,4,0.000161329720783222,17.12,Low,0,0
TXN1001811,USR4506,53,2794.19,NEFT,Mobile,Punjab,13,2025-01-27,0,1,1,8.818819792075016e-05,15.21,Low,0,0
TXN1001812,USR8190,28,4716.76,UPI,Mobile,Gujarat,17,2025-03-21,0,2,2,0.00028017664056054545,16.52,Low,0,0
TXN1001813,USR2637,23,1254.29,Debit Card,Mobile,Gujarat,9,2024-11-18,0,2,1,0.000130831045267688,16.35,Low,0,0
TXN1001814,USR3934,70,3798.44,UPI,Mobile,Delhi,6,2025-01-12,0,2,2,0.0002607224048206506,17.28,Low,0,0
TXN1001815,USR5072,73,3790.31,Debit Card,Mobile,Gujarat,4,2024-11-30,0,1,3,0.0004370343547339976,23.37,Low,0,0
TXN1001816,USR4475,43,1683.81,Credit Card,Mobile,Maharashtra,21,2025-01-31,1,1,4,0.00026427618135533307,22.59,Low,0,0
TXN1001817,USR4751,40,6028.47,NEFT,Tablet,Punjab,22,2025-02-11,0,2,1,0.000519314792047037,24.36,Low,0,0
TXN1001818,USR6057,51,2854.2,Credit Card,Mobile,Maharashtra,20,2024-10-09,0,1,4,0.00020329283008702276,16.64,Low,0,0
TXN1001819,USR5983,67,3292.2,NEFT,Mobile,Delhi,10,2024-10-06,0,1,1,9.491946076833033e-05,16.43,Low,0,0
TXN1001820,USR5507,64,10234.58,RTGS,Mobile,Punjab,12,2024-12-12,1,1,3,0.0006897551942377145,22.23,Low,0,0
TXN1001821,USR6799,62,53744.93,NEFT,Mobile,Rajasthan,1,2025-01-11,1,2,7,0.9999689305932815,97.3,Critical,1,1
TXN1001822,USR6192,73,1916.89,IMPS,Tablet,Uttar Pradesh,17,2025-03-09,0,1,3,0.00013299070380708126,17.27,Low,0,0
TXN1001823,USR4383,67,3487.31,Debit Card,Mobile,West Bengal,16,2024-11-10,0,1,4,0.00023129940633424595,16.62,Low,0,0
TXN1001824,USR2063,47,960.34,NEFT,Mobile,Gujarat,15,2025-01-22,0,1,4,0.00016781414845197631,15.3,Low,0,0
